t,X,Y,Z,roll,pitch,yaw
-5.000000000,-0.187000000,1.038000000,0.307000000,3.141592654,-0.000000000,1.570796327
-4.900000000,-0.180260000,1.030000000,0.313000000,3.140605044,0.044414203,1.526338253
-4.800000000,-0.173520000,1.022000000,0.319000000,3.137634419,0.088740403,1.481704436
-4.700000000,-0.166780000,1.014000000,0.325000000,3.132657381,0.132889382,1.436717760
-4.600000000,-0.160040000,1.006000000,0.331000000,3.125634896,0.176769467,1.391198409
-4.500000000,-0.153300000,0.998000000,0.337000000,3.116512283,0.220285274,1.344962617
-4.400000000,-0.146560000,0.990000000,0.343000000,3.105219248,0.263336389,1.297821582
-4.300000000,-0.139820000,0.982000000,0.349000000,3.091670080,0.305816011,1.249580593
-4.200000000,-0.133080000,0.974000000,0.355000000,3.075764077,0.347609532,1.200038507
-4.100000000,-0.126340000,0.966000000,0.361000000,3.057386392,0.388593074,1.148987708
-4.000000000,-0.119600000,0.958000000,0.367000000,3.036409467,0.428631989,1.096214744
-3.900000000,-0.112860000,0.950000000,0.373000000,3.012695335,0.467579395,1.041501904
-3.800000000,-0.106120000,0.942000000,0.379000000,2.986099092,0.505274778,0.984630029
-3.700000000,-0.099380000,0.934000000,0.385000000,2.956473923,0.541542809,0.925382932
-3.600000000,-0.092640000,0.926000000,0.391000000,2.923678067,0.576192498,0.863553833
-3.500000000,-0.085900000,0.918000000,0.397000000,2.887584142,0.609016919,0.798954168
-3.400000000,-0.079160000,0.910000000,0.403000000,2.848091083,0.639793757,0.731425088
-3.300000000,-0.072420000,0.902000000,0.409000000,2.805138778,0.668287007,0.660851673
-3.200000000,-0.065680000,0.894000000,0.415000000,2.758725019,0.694250163,0.587179498
-3.100000000,-0.058940000,0.886000000,0.421000000,2.708923788,0.717431198,0.510432565
-3.000000000,-0.052200000,0.878000000,0.427000000,2.655903090,0.737579550,0.430730808
-2.900000000,-0.045460000,0.870000000,0.433000000,2.599939726,0.754455086,0.348304556
-2.800000000,-0.038720000,0.862000000,0.439000000,2.541427783,0.767838676,0.263502731
-2.700000000,-0.031980000,0.854000000,0.445000000,2.480877578,0.777543631,0.176791511
-2.600000000,-0.025240000,0.846000000,0.451000000,2.418902684,0.783426834,0.088741095
-2.500000000,-0.018500000,0.838000000,0.457000000,2.356194490,0.785398163,0.000000000
-2.400000000,-0.011760000,0.830000000,0.463000000,2.293486296,0.783426834,-0.088741095
-2.300000000,-0.005020000,0.822000000,0.469000000,2.231511402,0.777543631,-0.176791511
-2.200000000,0.001720000,0.814000000,0.475000000,2.170961197,0.767838676,-0.263502731
-2.100000000,0.008460000,0.806000000,0.481000000,2.112449254,0.754455086,-0.348304556
-2.000000000,0.015200000,0.798000000,0.487000000,2.056485890,0.737579550,-0.430730808
-1.900000000,0.021940000,0.790000000,0.493000000,2.003465192,0.717431198,-0.510432565
-1.800000000,0.028680000,0.782000000,0.499000000,1.953663961,0.694250163,-0.587179498
-1.700000000,0.035420000,0.774000000,0.505000000,1.907250203,0.668287007,-0.660851673
-1.600000000,0.042160000,0.766000000,0.511000000,1.864297898,0.639793757,-0.731425088
-1.500000000,0.048900000,0.758000000,0.517000000,1.824804839,0.609016919,-0.798954168
-1.400000000,0.055640000,0.750000000,0.523000000,1.788710913,0.576192498,-0.863553833
-1.300000000,0.062380000,0.742000000,0.529000000,1.755915058,0.541542809,-0.925382932
-1.200000000,0.069120000,0.734000000,0.535000000,1.726289888,0.505274778,-0.984630029
-1.100000000,0.075860000,0.726000000,0.541000000,1.699693646,0.467579395,-1.041501904
-1.000000000,0.082600000,0.718000000,0.547000000,1.675979513,0.428631989,-1.096214744
-0.900000000,0.088621500,0.710200000,0.552850000,1.655467531,0.388823561,-1.147762074
-0.800000000,0.093206000,0.702800000,0.558400000,1.638272027,0.348612033,-1.195230434
-0.700000000,0.096353500,0.695800000,0.563650000,1.623967190,0.308225055,-1.238949494
-0.600000000,0.098064000,0.689200000,0.568600000,1.612166942,0.267847464,-1.279209137
-0.500000000,0.098337500,0.683000000,0.573250000,1.602524288,0.227628275,-1.316260144
-0.400000000,0.097174000,0.677200000,0.577600000,1.594729198,0.187686711,-1.350316392
-0.300000000,0.094573500,0.671800000,0.581650000,1.588505790,0.148117333,-1.381557827
-0.200000000,0.090536000,0.666800000,0.585400000,1.583609271,0.108994377,-1.410133740
-0.100000000,0.085061500,0.662200000,0.588850000,1.579822942,0.070375405,-1.436166068
-0.000000000,0.078150000,0.658000000,0.592000000,1.576955409,0.032304383,-1.459752582
0.100000000,0.069801500,0.654200000,0.594850000,1.574838090,-0.005185736,-1.480969887
0.200000000,0.060016000,0.650800000,0.597400000,1.573323057,-0.042070823,-1.499876219
0.300000000,0.048793500,0.647800000,0.599650000,1.572281207,-0.078333725,-1.516514045
0.400000000,0.036134000,0.645200000,0.601600000,1.571600770,-0.113962706,-1.530912507
0.500000000,0.022037500,0.643000000,0.603250000,1.571186125,-0.148950125,-1.543089722
0.600000000,0.006504000,0.641200000,0.604600000,1.570956922,-0.183291331,-1.553055002
0.700000000,-0.010466500,0.639800000,0.605650000,1.570847491,-0.216983749,-1.560811021
0.800000000,-0.028874000,0.638800000,0.606400000,1.570806513,-0.250026137,-1.566355979
0.900000000,-0.048718500,0.638200000,0.606850000,1.570796969,-0.282418016,-1.569685785
1.000000000,-0.070000000,0.638000000,0.607000000,1.570796327,-0.314159265,-1.570796327
1.100000000,-0.092000000,0.638000000,0.607000000,1.570796327,-0.345575192,-1.570796327
1.200000000,-0.114000000,0.638000000,0.607000000,1.570796327,-0.376991118,-1.570796327
1.300000000,-0.136000000,0.638000000,0.607000000,1.570796327,-0.408407045,-1.570796327
1.400000000,-0.158000000,0.638000000,0.607000000,1.570796327,-0.439822972,-1.570796327
1.500000000,-0.180000000,0.638000000,0.607000000,1.570796327,-0.471238898,-1.570796327
1.600000000,-0.202000000,0.638000000,0.607000000,1.570796327,-0.502654825,-1.570796327
1.700000000,-0.224000000,0.638000000,0.607000000,1.570796327,-0.534070751,-1.570796327
1.800000000,-0.246000000,0.638000000,0.607000000,1.570796327,-0.565486678,-1.570796327
1.900000000,-0.268000000,0.638000000,0.607000000,1.570796327,-0.596902604,-1.570796327
2.000000000,-0.290000000,0.638000000,0.607000000,1.570796327,-0.628318531,-1.570796327
2.100000000,-0.312000000,0.638000000,0.607000000,1.570796327,-0.659734457,-1.570796327
2.200000000,-0.334000000,0.638000000,0.607000000,1.570796327,-0.691150384,-1.570796327
2.300000000,-0.356000000,0.638000000,0.607000000,1.570796327,-0.722566310,-1.570796327
2.400000000,-0.378000000,0.638000000,0.607000000,1.570796327,-0.753982237,-1.570796327
2.500000000,-0.400000000,0.638000000,0.607000000,1.570796327,-0.785398163,-1.570796327
2.600000000,-0.422000000,0.638000000,0.607000000,1.570796327,-0.816814090,-1.570796327
2.700000000,-0.444000000,0.638000000,0.607000000,1.570796327,-0.848230016,-1.570796327
2.800000000,-0.466000000,0.638000000,0.607000000,1.570796327,-0.879645943,-1.570796327
2.900000000,-0.488000000,0.638000000,0.607000000,1.570796327,-0.911061870,-1.570796327
3.000000000,-0.510000000,0.638000000,0.607000000,1.570796327,-0.942477796,-1.570796327
3.100000000,-0.532000000,0.638000000,0.607000000,1.570796327,-0.973893723,-1.570796327
3.200000000,-0.554000000,0.638000000,0.607000000,1.570796327,-1.005309649,-1.570796327
3.300000000,-0.576000000,0.638000000,0.607000000,1.570796327,-1.036725576,-1.570796327
3.400000000,-0.598000000,0.638000000,0.607000000,1.570796327,-1.068141502,-1.570796327
3.500000000,-0.620000000,0.638000000,0.607000000,1.570796327,-1.099557429,-1.570796327
3.600000000,-0.642000000,0.638000000,0.607000000,1.570796327,-1.130973355,-1.570796327
3.700000000,-0.664000000,0.638000000,0.607000000,1.570796327,-1.162389282,-1.570796327
3.800000000,-0.686000000,0.638000000,0.607000000,1.570796327,-1.193805208,-1.570796327
3.900000000,-0.708000000,0.638000000,0.607000000,1.570796327,-1.225221135,-1.570796327
4.000000000,-0.730000000,0.638000000,0.607000000,1.570796327,-1.256637061,-1.570796327
4.100000000,-0.752000000,0.638000000,0.607000000,1.570796327,-1.288052988,-1.570796327
4.200000000,-0.774000000,0.638000000,0.607000000,1.570796327,-1.319468915,-1.570796327
4.300000000,-0.796000000,0.638000000,0.607000000,1.570796327,-1.350884841,-1.570796327
4.400000000,-0.818000000,0.638000000,0.607000000,1.570796327,-1.382300768,-1.570796327
4.500000000,-0.840000000,0.638000000,0.607000000,1.570796327,-1.413716694,-1.570796327
4.600000000,-0.862000000,0.638000000,0.607000000,1.570796327,-1.445132621,-1.570796327
4.700000000,-0.884000000,0.638000000,0.607000000,1.570796327,-1.476548547,-1.570796327
4.800000000,-0.906000000,0.638000000,0.607000000,1.570796327,-1.507964474,-1.570796327
4.900000000,-0.928000000,0.638000000,0.607000000,1.570796327,-1.539380400,-1.570796327
5.000000000,-0.950000000,0.638000000,0.607000000,1.570796327,-1.570796327,0.000000000
