t,X,Y,Z,roll,pitch,yaw
-10.000000000,-0.187000000,1.038000000,0.307000000,3.141592654,-0.000000000,1.570796327
-9.900000000,-0.183630000,1.034000000,0.310000000,3.141345873,0.022212587,1.548578258
-9.800000000,-0.180260000,1.030000000,0.313000000,3.140605044,0.044414203,1.526338253
-9.700000000,-0.176890000,1.026000000,0.316000000,3.139368705,0.066593837,1.504054334
-9.600000000,-0.173520000,1.022000000,0.319000000,3.137634419,0.088740403,1.481704436
-9.500000000,-0.170150000,1.018000000,0.322000000,3.135398774,0.110842702,1.459266365
-9.400000000,-0.166780000,1.014000000,0.325000000,3.132657381,0.132889382,1.436717760
-9.300000000,-0.163410000,1.010000000,0.328000000,3.129404870,0.154868896,1.414036048
-9.200000000,-0.160040000,1.006000000,0.331000000,3.125634896,0.176769467,1.391198409
-9.100000000,-0.156670000,1.002000000,0.334000000,3.121340134,0.198579048,1.368181738
-9.000000000,-0.153300000,0.998000000,0.337000000,3.116512283,0.220285274,1.344962617
-8.900000000,-0.149930000,0.994000000,0.340000000,3.111142067,0.241875427,1.321517278
-8.800000000,-0.146560000,0.990000000,0.343000000,3.105219248,0.263336389,1.297821582
-8.700000000,-0.143190000,0.986000000,0.346000000,3.098732631,0.284654599,1.273850999
-8.600000000,-0.139820000,0.982000000,0.349000000,3.091670080,0.305816011,1.249580593
-8.500000000,-0.136450000,0.978000000,0.352000000,3.084018543,0.326806042,1.224985015
-8.400000000,-0.133080000,0.974000000,0.355000000,3.075764077,0.347609532,1.200038507
-8.300000000,-0.129710000,0.970000000,0.358000000,3.066891892,0.368210696,1.174714914
-8.200000000,-0.126340000,0.966000000,0.361000000,3.057386392,0.388593074,1.148987708
-8.100000000,-0.122970000,0.962000000,0.364000000,3.047231248,0.408739486,1.122830030
-8.000000000,-0.119600000,0.958000000,0.367000000,3.036409467,0.428631989,1.096214744
-7.900000000,-0.116230000,0.954000000,0.370000000,3.024903496,0.448251828,1.069114515
-7.800000000,-0.112860000,0.950000000,0.373000000,3.012695335,0.467579395,1.041501904
-7.700000000,-0.109490000,0.946000000,0.376000000,2.999766680,0.486594188,1.013349492
-7.600000000,-0.106120000,0.942000000,0.379000000,2.986099092,0.505274778,0.984630029
-7.500000000,-0.102750000,0.938000000,0.382000000,2.971674199,0.523598776,0.955316618
-7.400000000,-0.099380000,0.934000000,0.385000000,2.956473923,0.541542809,0.925382932
-7.300000000,-0.096010000,0.930000000,0.388000000,2.940480756,0.559082507,0.894803466
-7.200000000,-0.092640000,0.926000000,0.391000000,2.923678067,0.576192498,0.863553833
-7.100000000,-0.089270000,0.922000000,0.394000000,2.906050455,0.592846414,0.831611099
-7.000000000,-0.085900000,0.918000000,0.397000000,2.887584142,0.609016919,0.798954168
-6.900000000,-0.082530000,0.914000000,0.400000000,2.868267410,0.624675744,0.765564201
-6.800000000,-0.079160000,0.910000000,0.403000000,2.848091083,0.639793757,0.731425088
-6.700000000,-0.075790000,0.906000000,0.406000000,2.827049042,0.654341040,0.696523949
-6.600000000,-0.072420000,0.902000000,0.409000000,2.805138778,0.668287007,0.660851673
-6.500000000,-0.069050000,0.898000000,0.412000000,2.782361959,0.681600541,0.624403482
-6.400000000,-0.065680000,0.894000000,0.415000000,2.758725019,0.694250163,0.587179498
-6.300000000,-0.062310000,0.890000000,0.418000000,2.734239737,0.706204236,0.549185321
-6.200000000,-0.058940000,0.886000000,0.421000000,2.708923788,0.717431198,0.510432565
-6.100000000,-0.055570000,0.882000000,0.424000000,2.682801261,0.727899829,0.470939366
-6.000000000,-0.052200000,0.878000000,0.427000000,2.655903090,0.737579550,0.430730808
